통계표,계정항목,단위,가중치,변환,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12
"4.2.1. 소비자물가지수","        쇠고기(외식)","2020=100","8.3","원자료","96.662","96.861","96.861","97.07","97.252","97.399","97.434","97.53","97.634","97.955","98.111","98.25","98.63","98.84","98.91","98.91","99.35","99.75","100","100.64","100.82","101.11","101.45","101.59","101.87","102.4","102.68","102.75","102.79","103.5","104.25","104.76","105.53","106.6","108.25","109.18","110.05","110.76","110.98","111.39","112.15","113.25","113.41","114.04","114.36","114.49","114.76","115.5","115.75","116.22","116.27","116.26","116.26","116.51","116.34","116.6","116.89","116.99","117.44","117.84","118.18","118.41","118.49","118.51","118.64","118.58","118.56","118.64","118.88","119.07","119.38","119.58"
"4.2.1. 소비자물가지수","        돼지갈비(외식)","2020=100","6.1","원자료","98.71","98.745","98.906","98.933","98.969","99.166","99.3","99.318","99.318","99.747","99.747","99.747","99.73","99.48","99.66","99.71","99.94","99.98","100.14","100.13","100.25","100.31","100.33","100.34","100.58","100.69","101.03","101.35","101.57","101.8","102.14","102.55","103.15","103.82","104.69","105.92","107.02","108.24","108.92","109.4","110.16","111.28","112.77","113.11","113.69","114.08","114.91","115.58","116.01","116.48","117.26","117.68","118.29","118.41","118.89","118.7","119.14","119.07","119.75","120.41","120.91","120.72","120.92","121.27","121.37","121.49","121.52","121.65","121.86","122.07","122.2","122.67"
"4.2.1. 소비자물가지수","        삼겹살(외식)","2020=100","7.2","원자료","98.135","98.108","98.331","98.241","98.277","98.634","98.803","98.803","98.874","99.097","99.266","99.346","100.12","99.84","99.84","99.69","99.75","99.83","99.83","99.83","99.99","100.25","100.51","100.55","100.74","100.84","101.08","101.24","101.29","101.61","101.97","102.41","103.5","103.76","104.7","105.91","106.68","107.38","107.76","108.15","109.78","111.81","113.43","113.93","114.68","114.81","115.22","115.83","116.17","116.89","117.02","117.51","117.63","117.83","118.02","117.93","118","118.04","118.06","118.62","119","119.66","119.73","119.75","119.95","120","120.07","120.17","120.45","120.68","121.02","121.13"
"4.2.1. 소비자물가지수","        오리고기(외식)","2020=100","1.5","원자료","98.783","99.056","99.216","99.357","99.357","99.357","99.414","99.621","99.649","99.649","99.856","99.856","99.97","99.99","99.88","99.89","99.9","99.91","99.94","99.94","100.05","100.07","100.21","100.26","100.26","100.6","101.18","101.69","101.87","101.99","102.07","102.13","102.51","102.69","103.06","103.81","104.92","105.34","105.58","106.3","107.34","108.12","109.39","110.33","110.76","110.84","111.36","111.44","112.55","113.52","115.14","116.51","117.24","117.82","118.39","118.63","118.78","118.94","119.16","119.58","119.97","120.31","120.77","121.19","121.24","121.32","121.3","121.51","121.57","121.54","121.8","121.83"
"4.2.1. 소비자물가지수","        냉면","2020=100","2.4","원자료","96.783","97.223","97.953","98.349","98.648","98.719","98.763","98.912","99.062","98.991","99.062","98.886","99.38","99.51","99.57","99.44","99.79","100.05","100.26","100.36","100.36","100.36","100.47","100.47","100.55","100.42","101.16","101.83","102.23","102.61","103.05","103.36","103.5","104.15","105.38","105.84","106.56","107.87","108.83","110.14","110.48","111.43","112.35","112.45","112.6","112.69","112.75","112.97","114.23","114.6","115.95","117.83","118.55","119.26","119.74","119.85","120.36","120.67","120.73","120.87","121.48","121.69","122.01","122.75","122.99","123.82","124.23","124.44","124.48","124.81","124.93","125.1"
"4.2.1. 소비자물가지수","        칼국수","2020=100","2.7","원자료","97.275","97.549","97.751","98.069","97.972","98.175","98.219","98.36","98.431","98.731","98.916","98.872","99.16","99.32","99.65","99.65","99.83","99.96","100.11","100.11","100.21","100.43","100.76","100.82","100.91","101.18","101.97","102.15","102.26","102.34","102.6","102.7","103.05","103.17","104.14","104.67","106.16","107.75","108.94","110","110.66","111.74","112.94","114.21","114.9","115.33","116.25","116.61","117.16","117.27","117.47","118.64","118.79","119.02","119.23","119.52","119.6","119.91","120.56","120.86","121.37","122.45","123.12","123.6","123.88","124.61","125.32","125.5","125.81","126.63","126.76","126.88"
"4.2.1. 소비자물가지수","        죽(외식)","2020=100","1.7","원자료","94.364","94.364","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","107.67","107.67","107.67","107.67","107.67","107.67","107.67","107.67","107.67","107.7","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48"
"4.2.1. 소비자물가지수","        생선초밥","2020=100","2.7","원자료","98.269","98.553","98.635","98.754","99.139","99.093","99.112","99.249","99.46","99.46","99.772","99.772","99.88","99.88","99.88","99.88","99.88","99.92","99.99","99.99","99.93","100.04","100.21","100.52","101.36","101.74","102.08","102.44","102.73","102.76","102.85","103.49","103.85","104.2","104.68","104.92","105.27","106.16","106.99","107.57","108.36","108.99","109.2","109.5","109.81","110.16","110.43","111.1","111.79","112.32","112.47","113.31","113.4","113.56","113.9","114.05","114.08","114.21","114.07","114.15","114.22","114.5","114.81","114.82","114.99","115.04","115.15","115.41","115.53","115.53","115.81","116.09"
"4.2.1. 소비자물가지수","        생선회(외식)","2020=100","10.3","원자료","101.068","100.814","100.151","99.996","100.123","100.178","100.142","100.151","100.014","99.569","98.96","99.324","99.2","98.83","98.7","98.69","99.43","99.95","100.18","100.35","100.35","101.14","101.55","101.63","102.05","102.34","103.47","103.65","104.11","104.56","104.99","106.63","107.38","108.51","109.95","110.7","110.44","111.24","113.37","114.94","115.46","115.79","116.72","117.65","118.15","118.8","120.09","120.33","120.88","121.41","122.42","122.81","123.17","123.54","123.67","123.6","123.82","124.15","124.45","124.77","125.1","125.46","125.72","126.16","126.29","126.38","126.25","126.56","127.21","129.1","129.89","130.68"
"4.2.1. 소비자물가지수","        자장면","2020=100","2.2","원자료","96.974","97.531","98.362","98.431","98.628","98.877","98.962","98.962","99.099","99.082","99.082","99.082","99.26","99.29","99.43","99.52","99.58","99.67","100.04","100.27","100.49","100.81","100.77","100.87","101.12","101.85","102.05","102.37","102.46","102.49","103.01","103.07","103.36","103.94","104.63","106.43","108.13","109.85","111.38","111.71","113.09","114.2","115.22","115.71","115.96","117.63","118.55","118.98","119.27","120.6","121.42","122.01","122.13","121.76","122.25","122.93","123.94","124.01","124.25","124.46","124.62","125.11","125.66","125.34","125.91","126.14","126.33","126.39","126.71","127.45","128.12","128.79"
"4.2.1. 소비자물가지수","        짬뽕","2020=100","2.4","원자료","97.313","97.682","98.102","98.169","98.445","98.555","98.613","98.747","98.865","99.091","99.091","99.133","99.4","99.46","99.55","99.63","99.56","99.63","99.98","100.28","100.45","100.61","100.66","100.8","100.95","101.39","102.12","102.56","102.64","102.81","103.26","103.34","103.37","103.67","104.25","105.89","107.53","109.13","110.59","110.8","111.82","112.68","113.44","114.24","114.5","115.32","115.51","116.01","116.25","117.71","118.1","118.79","118.98","119.04","119.21","119.62","120.12","120.28","120.55","120.66","120.95","121.5","122.09","122.29","122.63","122.89","123.07","123.07","123.35","124.02","124.54","125.42"
"4.2.1. 소비자물가지수","        탕수육","2020=100","2.1","원자료","98.087","98.284","98.793","98.793","98.838","98.838","98.928","98.999","99.178","99.258","99.339","99.411","99.58","99.67","99.65","99.76","99.73","99.81","100.08","100.08","100.31","100.38","100.45","100.51","100.66","100.89","101.35","101.74","101.76","101.99","102.03","102.04","102.17","102.32","102.85","103.98","105.18","106.72","107.36","107.8","108.84","109.73","110.16","110.54","110.69","111.34","111.64","112.12","112.38","112.92","113.2","113.73","113.78","114.02","114.54","114.83","115.13","115.19","115.34","115.66","115.66","116.23","116.73","116.94","117.26","117.47","117.58","117.76","118.12","118.25","118.87","119.2"
"4.2.1. 소비자물가지수","        볶음밥","2020=100","0.9","원자료","97.301","97.705","97.98","97.98","98.161","98.375","98.444","98.539","98.582","98.711","98.805","98.805","99.01","99.15","99.25","99.41","99.41","99.47","100.17","100.31","100.62","100.9","101.11","101.19","101.47","101.9","102.79","103.3","103.39","103.57","104.1","104.24","104.49","104.98","105.65","107.16","108.57","109.94","110.97","111.44","112.45","113.52","113.89","114.34","114.59","115.43","115.55","116.21","116.65","117.96","118.39","118.79","119","119.23","119.36","119.79","120.52","120.52","120.75","120.79","120.97","121.37","121.85","121.99","122.47","122.91","122.95","123.09","123.38","123.77","124.17","125.04"
"4.2.1. 소비자물가지수","        돈가스","2020=100","2.2","원자료","98.675","98.738","98.928","99.479","99.389","99.425","99.506","99.506","99.542","99.587","99.452","99.452","99.52","99.77","99.9","99.99","99.99","99.99","100.04","100.04","100.14","100.21","100.21","100.21","100.67","100.75","100.86","101.21","101.49","101.8","101.96","102.92","103.32","103.55","104.05","105.14","106.46","106.87","107.55","108.4","109.73","110.84","112.24","112.97","114.19","114.81","115.32","115.97","116.86","117.6","118.31","119.13","119.45","120.15","120.58","120.8","121.06","121.14","121.39","121.76","122.23","122.66","122.96","123.06","123.41","124.13","124.18","124.48","124.78","125.05","125.04","125.36"
"4.2.1. 소비자물가지수","        스테이크","2020=100","1.5","원자료","97.456","97.6","97.672","97.806","97.761","97.851","97.797","97.878","97.896","98.48","98.66","98.749","99.25","99.31","99.4","100.01","99.21","99.19","99.94","99.93","100.07","101.02","101.13","101.54","101.66","101.76","102.14","102.35","102.61","103.1","103.19","103.29","103.81","104.01","104.48","104.92","105.57","106.83","107.86","108.99","109.95","110.1","110.51","110.83","111.31","111.6","111.88","112.11","112.34","112.64","113.25","113.54","114","114.07","114.62","114.7","114.76","114.9","114.98","115.23","115.53","115.52","115.57","115.9","115.9","115.9","116.43","116.53","116.79","116.89","116.87","116.94"
"4.2.1. 소비자물가지수","        스파게티","2020=100","1.5","원자료","98.477","98.449","98.487","98.728","98.589","98.626","98.533","98.673","98.877","99.333","99.333","99.379","99.54","99.61","99.97","99.99","100.03","100.03","100.04","99.92","99.99","100.25","100.25","100.39","100.63","100.65","100.96","101.11","101.2","101.36","101.36","101.48","101.63","101.71","102.93","103.09","104.36","105.77","106.22","106.38","107.31","108.06","109.13","109.49","109.87","110.11","110.42","110.5","111.14","111.34","111.78","112.02","112.46","112.59","112.95","113.18","113.3","113.47","113.59","114.23","114.7","114.85","114.93","115.06","115.06","115.16","115.17","115.36","115.5","115.51","115.91","116.34"
"4.2.1. 소비자물가지수","        라면(외식)","2020=100","0.7","원자료","96.79","96.975","97.647","97.815","98.042","98.303","98.42","98.513","98.513","98.79","98.79","98.924","99.17","99.52","99.52","99.52","99.84","99.84","100.04","100.18","100.2","100.37","100.9","100.9","101.16","101.74","101.87","102.05","102.51","102.79","103.28","103.45","103.91","104.09","104.89","106.48","108.33","109.28","110.21","111.4","112.02","113.36","114.06","115.03","116.13","116.65","117.84","118.42","119.48","120.96","121.59","122.26","122.59","122.77","122.84","123.36","123.4","123.76","124.37","124.8","125.27","125.67","125.93","126.36","126.8","126.8","126.95","127.34","128.15","128.4","128.53","128.66"
"4.2.1. 소비자물가지수","        김밥","2020=100","3.4","원자료","95.668","96.109","96.55","96.758","96.959","97.284","97.377","97.903","97.903","98.088","98.181","98.227","98.68","98.98","99.03","99.36","99.79","99.79","99.99","100.06","100.33","100.96","101.51","101.51","102.03","102.86","103.47","103.88","104.11","104.68","105.17","105.17","105.39","105.71","106.72","108.2","109.94","111.37","112.53","113.93","114.19","115.71","116.83","118","118.97","119.44","120.2","120.6","121.97","122.49","124.15","125.03","125.8","126.12","126.42","126.78","126.82","127.73","128.48","128.97","129.68","130.37","130.67","131.61","132.4","132.7","133.12","133.36","133.65","134.09","134.82","135.14"
"4.2.1. 소비자물가지수","        떡볶이","2020=100","3.1","원자료","96.224","96.592","96.961","96.961","97.129","97.422","97.472","97.699","97.766","98.185","98.528","98.696","99.13","99.53","99.61","99.71","99.98","99.98","100.12","100.24","100.27","100.27","100.59","100.59","100.81","101.24","102.04","102.41","102.72","103.04","103.12","103.12","103.37","103.79","104.51","105.19","107.2","108.61","110.21","110.94","111.51","112.73","113.86","114.13","115.51","116.01","116.73","117.38","118.54","119.8","120.24","120.55","121.73","121.95","122.24","122.65","122.8","123.32","124.53","125.16","125.81","126.57","126.62","127.68","128.26","129.19","129.41","129.69","130.36","131.01","131.45","132.33"
"4.2.1. 소비자물가지수","        치킨","2020=100","8.6","원자료","97.065","97.281","98.012","98.355","98.869","98.914","99.032","99.041","99.104","99.239","99.402","99.69","99.72","99.76","99.81","99.87","99.87","100.04","100.04","100.06","100.11","100.11","100.27","100.35","101.38","101.58","101.83","102.02","102.31","102.36","102.43","102.65","103.48","103.98","105.08","106.41","107.77","108.79","110.25","111.16","113.44","113.64","114.08","114.39","114.6","114.64","114.73","114.69","115.24","115.43","115.99","118.76","118.96","119.05","119.19","119.45","119.68","119.81","119.97","120.13","121.41","121.63","121.59","121.85","122.42","124.86","125.34","125.65","125.96","126.03","126.24","126.34"
"4.2.1. 소비자물가지수","        햄버거","2020=100","4.3","원자료","100.86","101.196","101.196","101.196","101.196","101.196","101.196","101.196","101.196","101.196","101.196","101.935","103.15","103.15","100.15","100.15","100.15","101.13","96.98","95.89","101.13","101.13","95.89","101.13","101.13","101.64","100.63","106.25","106.25","104.66","104.66","104.66","104.66","104.66","98.15","106.37","108.78","111.11","111.11","104.71","111.11","114.01","108.51","116.84","118.8","117.23","109.96","117.23","117.23","118.96","122.54","122.54","122.54","125.16","125.16","125.16","125.16","125.16","128.54","123.55","124.21","128.7","128.7","128.7","126.03","131.02","131.02","132.01","132.01","132.01","133.82","133.82"
"4.2.1. 소비자물가지수","        피자","2020=100","4.1","원자료","100.725","100.725","100.725","100.725","100.725","100.725","100.725","100.725","100.725","100.725","100.725","100.725","100.73","100.73","100.73","100.73","100.73","100.73","100.73","100.73","100.73","100.73","96.35","96.35","96.35","96.35","97.78","97.78","97.78","99.32","99.32","99.32","99.32","99.32","102.16","102.16","102.19","104.45","106.67","106.67","106.67","107.77","107.77","109.33","109.33","109.33","111.09","111.09","111.09","115.6","119.39","119.63","119.63","119.63","121.09","121.09","122.68","122.68","122.14","122.14","122.14","117.76","119.92","119.92","119.92","119.92","119.92","119.92","111.08","120.46","118.78","118.78"
"4.2.1. 소비자물가지수","        쌀국수","2020=100","0.6","원자료","","","","","","","","","","","","","99.7","99.7","99.7","99.88","100.1","100.1","100.1","100.13","100.13","100.19","100.13","100.13","100.48","100.82","101.59","101.62","101.68","101.69","101.9","102.15","102.38","102.94","103.01","104.29","105.07","105.81","107.18","108.46","108.75","108.99","109.89","110.99","112.04","112.35","113.12","113.56","113.92","114.63","115.35","116.22","116.37","116.67","116.88","117.37","117.43","117.54","118.27","118.41","119.82","120.62","120.82","121.07","121.21","121.38","121.81","121.81","121.69","122.08","122.16","122.32"
"4.2.1. 소비자물가지수","        커피(외식)","2020=100","8.8","원자료","99.192","99.269","99.9","99.919","99.939","99.958","100.015","100.015","99.824","99.824","100.14","100.178","100.2","100.2","100.2","100.2","100.22","99.95","99.92","99.82","99.82","99.86","99.86","99.79","99.86","99.86","99.77","99.87","99.87","99.82","99.82","99.82","99.82","99.72","99.77","99.77","101.49","103.75","104.3","104.72","104.95","105.06","105.14","105.06","105.45","105.57","105.57","105.57","106.02","106.25","106.28","106.24","106.41","106.41","106.5","106.51","106.7","106.69","106.7","106.71","106.86","106.9","106.9","106.96","106.96","106.96","107","105.5","106.03","105.28","106.78","106.79"
"4.2.1. 소비자물가지수","        기타음료(외식)","2020=100","0.5","원자료","99.377","99.506","99.536","99.586","99.586","99.586","99.586","99.586","99.586","99.586","99.655","99.655","99.79","99.85","99.85","99.85","100.05","100.12","100.12","99.87","100.08","100.12","100.17","100.12","100.17","100.17","100.17","100.17","100.17","100.21","100.21","100.26","100.26","100.26","100.26","100.26","101.9","102.3","102.61","102.73","102.73","102.65","102.68","102.57","102.69","102.72","102.72","102.76","104.1","104.7","104.81","104.72","104.85","104.79","105.02","105.21","105.21","105.35","105.37","105.37","105.33","105.33","105.38","105.38","105.38","105.38","105.44","104.76","104.76","104.78","105.67","105.62"
"4.2.1. 소비자물가지수","        소주(외식)","2020=100","2.5","원자료","98.772","98.772","98.976","98.976","99.392","99.449","99.449","99.449","99.392","99.686","99.686","99.686","99.72","99.72","99.72","99.88","99.88","99.88","99.88","100.12","100.12","100.14","100.47","100.47","100.47","100.47","100.47","100.59","100.59","100.71","100.89","100.89","100.89","100.89","100.94","101.33","101.42","101.42","103.3","105.22","106.32","107.19","107.71","108.11","110.16","110.44","110.65","111.6","111.67","112.64","114.41","114.88","115.24","115.09","115.09","115.09","115.09","115.62","115.9","117.07","116.99","117.02","116.6","116.83","116.57","115.69","115.69","115.81","114.45","114.51","114.92","114.78"
"4.2.1. 소비자물가지수","        맥주(외식)","2020=100","4.8","원자료","97.786","97.858","98.156","98.509","98.781","99.115","99.305","99.396","99.396","99.622","99.667","99.694","99.64","99.64","99.8","99.94","100","100.06","100.11","100.09","100.09","100.17","100.21","100.23","100.4","100.37","100.46","100.53","100.53","100.72","100.77","100.8","101.16","101.21","101.29","101.44","101.68","102.03","103.72","105.38","106.44","107.78","108.45","108.67","109.88","110.39","110.73","111.66","111.87","112.59","113.87","114.44","114.72","114.67","114.68","114.71","114.82","115.47","116.31","117.77","118.02","118.42","118.4","118.87","118.82","118.09","118.24","118.26","117.21","117.35","117.4","117.33"
"4.2.1. 소비자물가지수","        막걸리(외식)","2020=100","0.3","원자료","97.365","97.711","98.124","98.171","98.171","98.264","98.536","98.742","98.846","99.577","99.577","99.577","100.08","100.08","100.08","100.08","100.08","100.08","100.08","99.85","99.71","99.71","100.05","100.16","100.25","100.17","100.17","101.88","102.46","104.96","105.88","106.31","106.66","106.98","107.44","107.95","108.48","108.91","109.93","110.36","110.81","111.23","111.84","112.38","112.38","112.91","113.12","113.62","113.69","114.48","115.65","116.14","116.31","116.32","116.32","116.41","116.61","116.94","116.61","116.68","116.68","117.15","117.15","117.9","118.04","118.2","118.41","118.41","118.6","119.4","119.52","119.52"
"4.2.1. 소비자물가지수","        구내식당식사비","2020=100","11.9","원자료","95.753","96.248","96.742","97.254","97.584","97.584","97.871","97.81","98.018","98.417","98.417","98.417","99.18","99.3","99.4","99.64","99.69","99.69","100.11","100.11","100.26","100.75","100.93","100.93","101.8","102.34","103.54","103.94","104","104.02","104.16","104.32","104.8","105.06","105.4","105.7","105.9","106.09","106.98","107.48","107.56","107.63","108.75","108.96","109.69","110.58","111.17","111.28","112.6","112.9","114.35","115.98","116.46","116.46","117.19","117.24","117.24","117.24","117.24","117.24","118.1","118.15","120.15","120.66","121.11","121.41","121.63","121.76","121.93","121.93","121.95","121.95"
"4.2.1. 소비자물가지수","        도시락","2020=100","0.6","원자료","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100.64","100.64","100.64","100.64","101.5","101.5","101.5","103.03","103.03","106.09","106.09","107.65","107.65","107.65","111.98","111.98","111.98","111.98","111.98","111.98","111.98","115.49","115.49","117.05","117.05","116.42","116.42","119.6","119.6","119.6","119.6","119.6","119.6","122.6","122.6","122.6","122.6","122.6","122.6","122.6","122.6","122.6","129.28","132.88","132.88"
"4.2.1. 소비자물가지수","    숙박 서비스","2020=100","6.7","원자료","94.514","94.174","92.611","92.548","93.763","93.522","97.034","101.733","95.997","95.72","95.363","96.864","102.36","99.23","96.05","96.5","98.51","97.84","103.73","110.72","98.88","99.28","97.39","99.51","97.79","98.23","95.5","96.95","98.5","97.44","106.12","111.69","101.37","101.35","98.76","101.83","102.89","100.78","97.99","99.93","102.19","102.28","113.65","119.11","106.56","107.79","105.66","109.2","109.75","105.58","105.46","107.95","109.77","109.46","117.77","124.79","111.08","111.86","108.53","115.74","110","110.06","109.87","110.96","112.92","113.13","121.63","126.99","114.71","115.58","113.51","115.52"
"4.2.1. 소비자물가지수","      숙박 서비스","2020=100","6.7","원자료","94.514","94.174","92.611","92.548","93.763","93.522","97.034","101.733","95.997","95.72","95.363","96.864","102.36","99.23","96.05","96.5","98.51","97.84","103.73","110.72","98.88","99.28","97.39","99.51","97.79","98.23","95.5","96.95","98.5","97.44","106.12","111.69","101.37","101.35","98.76","101.83","102.89","100.78","97.99","99.93","102.19","102.28","113.65","119.11","106.56","107.79","105.66","109.2","109.75","105.58","105.46","107.95","109.77","109.46","117.77","124.79","111.08","111.86","108.53","115.74","110","110.06","109.87","110.96","112.92","113.13","121.63","126.99","114.71","115.58","113.51","115.52"
"4.2.1. 소비자물가지수","        호텔숙박료","2020=100","2.1","원자료","104.543","103.099","101.452","102.814","106.363","106.322","113.205","116.895","106.027","106.159","104.604","106.637","103.24","99.28","96","95.92","98","98.13","103.97","110.45","98.45","98.81","98.37","99.38","93.33","94.54","92.59","95.47","97.83","96.57","106.24","111.66","102.23","104.31","99.36","103.73","101.62","99.5","95.6","101","105.51","103.86","120.76","123.78","109.94","115.09","112.4","115.46","113.3","107","107.73","113.59","116.16","114.71","122.48","131.17","116.12","120.47","115.22","125.47","111.9","112.71","114.12","118.11","120.02","120.29","126.44","133.21","121.3","128.01","123.46","123.93"
"4.2.1. 소비자물가지수","        여관숙박료","2020=100","1.5","원자료","101.484","101.362","101.443","101.453","101.504","101.342","101.626","101.342","101.169","101.311","101.393","101.727","101.72","101.84","101.07","100.33","100.25","100.25","100.03","100","99.4","98.57","98.35","98.2","98.01","98.08","97.68","98.33","98.52","98.54","98.61","98.58","98.46","98.39","98.64","98.78","98.94","99.24","99.91","99.91","100.16","100.82","102","102.84","102.74","104.4","104.14","104.62","104.47","104.72","104.88","105.91","105.64","105.88","106.87","107.65","106.58","107.54","107.22","107.17","107.24","107.16","106.81","107.72","107.13","107.34","107.98","108.29","107.99","107.85","108.04","108.06"
"4.2.1. 소비자물가지수","        콘도이용료","2020=100","0.8","원자료","109.582","109.446","95.207","91.628","96.079","93.972","113.609","130.437","96.908","93.743","93.397","103.482","116.15","103","92.41","95.25","100.09","92.98","101.21","125.58","90.81","95.27","88.05","99.23","104.37","103.74","89.87","90.61","92.39","88.75","106.88","131.22","100.03","95.34","92.51","102.59","114.96","103.25","92.23","93.08","94.23","92.5","106.96","131.62","100","98.8","93.63","107.89","117.9","101.68","97.51","98.64","104","104.52","120.55","144.08","109.24","106.72","99.16","123.53","119.09","109.93","105.43","105.37","111.34","108.28","133.88","150.45","114.78","109.62","107.77","121.56"
"4.2.1. 소비자물가지수","        학교기숙사비","2020=100","0.9","원자료","96.954","96.954","98.189","98.189","98.189","98.189","98.189","98.189","98.401","98.401","98.401","98.401","98.65","98.65","98.86","98.92","100.31","100.46","100.46","100.46","100.77","100.82","100.82","100.82","100.82","100.82","101.61","101.61","101.61","101.61","101.61","101.61","101.71","101.71","101.71","101.71","101.7","101.7","103.22","103.22","103.22","103.22","103.22","103.22","103.51","103.51","103.51","103.51","103.51","103.51","106.19","106.19","106.19","106.19","106.19","106.19","106.77","106.77","106.77","106.77","106.77","106.77","110.49","110.49","110.49","110.49","110.49","110.49","110.82","110.82","110.82","110.82"
"4.2.1. 소비자물가지수","        휴양시설이용료","2020=100","1.4","원자료","81.99","81.99","81.99","81.99","81.99","81.99","81.99","87.683","87.683","87.683","87.683","87.683","97.51","95.29","90.87","92.34","95.15","95.3","111.3","122.72","101.71","101.4","96.67","99.75","98.32","98.87","95.43","97.07","99.87","98.56","116.7","122.62","102.92","102.01","98.37","101.08","101.96","101.49","98.5","99.48","102.84","105.99","126.52","132.94","111.02","108.21","105.16","108.8","108.88","107.33","106.14","107.78","109.95","110.02","128.36","134.76","111.77","109.55","106","111.36","106.12","110.85","108.41","106.77","110.56","112.83","129.18","135","114.19","111.67","109.23","110.01"
"4.2.1. 소비자물가지수","  기타 상품 및 서비스","2020=100","52.7","원자료","97.357","97.664","97.836","98.052","98.395","98.152","98.224","98.188","98.188","98.26","98.323","98.341","99.4","99.74","99.66","99.44","99.84","99.97","100.21","100.11","100.87","100.16","100.4","100.2","101.41","101.31","101.55","102.14","102.31","102","102.08","102.3","102.1","102.23","101.8","102.81","105","106.35","106.09","105.83","107.73","108.7","109.12","109.22","109.61","110.06","110.46","111.04","112.99","113.27","113.61","114.75","114.29","114.47","114.77","115.19","115.3","115.25","115.27","115.58","118.38","118.25","118.49","119.14","119.13","119.63","119.78","119.23","118.97","120.08","120.2","119.71"
"4.2.1. 소비자물가지수","    미용용품 및 미용 서비스","2020=100","25.9","원자료","98.081","98.372","99.073","98.849","99.54","99.073","99.17","99.102","98.548","98.625","98.752","98.878","99.5","99.62","99.37","99.13","99.43","99.97","100.28","100.12","101.34","100.32","100.4","100.51","100.68","100.61","100.74","101.26","101.28","100.58","100.66","101.04","101.2","101.93","100.99","102.74","103.5","105.95","105.13","104.69","106.88","108.8","109.65","109.75","110.4","111.2","112.01","112.66","113.47","113.63","114.28","114.69","114.5","114.36","114.46","114.98","114.49","114.85","114.63","115.22","115.58","115.68","116.22","116.42","116.35","117.19","117.52","116.46","115.96","118.23","118.45","117.62"
"4.2.1. 소비자물가지수","      이미용 및 미용시설","2020=100","11","원자료","97.655","97.909","98.163","98.416","98.534","98.579","98.625","98.752","98.869","98.987","99.241","99.295","99.99","100.09","99.84","99.85","99.84","99.8","99.92","99.98","100.08","100.15","100.22","100.24","100.48","100.77","100.94","101.08","101.12","101.17","101.2","101.26","101.35","101.71","101.67","101.78","102.63","103.72","104.16","104.79","105.19","105.46","106.21","106.44","106.81","107.21","107.73","108.8","109.65","110.33","111.44","112.38","112.71","113.09","113.4","113.6","113.78","113.96","114.12","114.15","114.84","115.06","115.41","115.72","116.08","116.11","116.31","116.61","116.98","117.23","117.54","117.68"
"4.2.1. 소비자물가지수","        목욕료","2020=100","0.6","원자료","96.776","97.046","97.439","97.439","97.439","97.439","97.474","97.631","97.989","98.199","98.365","98.6","99.56","99.87","99.89","99.89","99.82","100.05","100.05","99.91","100.17","100.21","100.21","100.38","100.3","100.36","100.54","100.87","100.87","100.87","100.77","100.99","101.24","101.78","102.4","102.58","104.21","105.72","106.93","107.72","108.27","108.51","109.79","111.04","111.92","112.55","113.73","114.73","116.46","118.78","121.64","122.6","123.75","124.09","124.33","124.49","125.76","125.87","126.61","127.13","128.57","129.21","129.84","130.28","130.52","130.63","130.45","130.53","131.38","131.47","132","132.17"
"4.2.1. 소비자물가지수","        찜질방이용료","2020=100","0.6","원자료","97.565","97.93","98.295","98.429","98.696","98.972","99.204","99.088","99.222","99.543","99.641","99.783","100.56","100.59","100.46","100.1","99.68","99.86","99.86","99.79","99.86","99.57","99.82","99.82","100","100.08","100.28","100.51","100.8","100.77","100.77","100.77","101.11","101.13","101.23","101.79","102.84","103.92","104.52","105.24","106.29","106.71","107.87","108.2","109.06","109.73","111.09","112.02","113.41","114.98","118.01","119.39","119.7","119.93","120.1","120.27","121.61","122.48","123.38","124.49","125.68","125.97","126.5","127.05","127.19","127.53","127.59","127.72","128.29","128.48","129.27","129.42"
